#번호,설치목적구분,카메라대수,카메라화소수,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
46830,기타,1,200,30,11-Jan,02-860-3437,37.494361,126.8925099,2022-11-30
46831,기타,1,200,30,11-Jan,02-860-3437,37.494361,126.8925099,2022-11-30
46832,기타,1,200,30,11-Jan,02-860-3437,37.494361,126.8925099,2022-11-30
46833,기타,1,41,30,08-Jan,02-860-3437,37.485389,126.8838356,2022-11-30
46834,기타,1,41,30,08-Jan,02-860-3437,37.485389,126.8838356,2022-11-30
46835,기타,1,41,30,08-Jan,02-860-3437,37.485389,126.8838356,2022-11-30
46836,기타,1,41,30,08-Jan,02-860-3437,37.485389,126.8838356,2022-11-30
46837,기타,1,41,30,08-Jan,02-860-3437,37.485389,126.8838356,2022-11-30
46838,어린이보호,2,200,30,21-Nov,02-860-3437,37.49460284,126.8916397,2022-11-30
46839,기타,1,41,30,08-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46840,기타,1,41,30,08-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46841,기타,1,41,30,08-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46842,기타,1,41,30,08-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46843,기타,1,41,30,08-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46844,기타,1,41,30,08-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46845,기타,1,41,30,11-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46846,기타,1,41,30,11-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46847,기타,1,41,30,11-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46848,기타,1,41,30,11-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46849,기타,1,41,30,11-Jan,02-860-3437,37.5046712,126.8491208,2022-11-30
46850,기타,1,41,30,08-Jan,02-860-3437,37.5123199,126.8828415,2022-11-30
46851,기타,1,200,30,09-Jan,02-860-3437,37.4894117,126.8584236,2022-11-30
46852,기타,1,200,30,10-Jan,02-860-3437,37.4894117,126.8584236,2022-11-30
46853,기타,1,200,30,10-Jan,02-860-3437,37.4894117,126.8584236,2022-11-30
46854,기타,1,200,30,10-Jan,02-860-3437,37.4894117,126.8584236,2022-11-30
46855,기타,1,200,30,10-Jan,02-860-3437,37.4894117,126.8584236,2022-11-30
46856,기타,1,200,30,09-Jan,02-860-3437,37.4896934,126.8262778,2022-11-30
46857,기타,1,200,30,09-Jan,02-860-3437,37.4896934,126.8262778,2022-11-30
46858,기타,1,200,30,09-Jan,02-860-3437,37.4896934,126.8262778,2022-11-30
46859,기타,1,200,30,09-Jan,02-860-3437,37.4896934,126.8262778,2022-11-30
46860,기타,1,41,30,10-Jan,02-860-3437,37.4896934,126.8262778,2022-11-30
46861,기타,1,41,30,10-Jan,02-860-3437,37.4896934,126.8262778,2022-11-30
46862,기타,1,200,30,09-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46863,기타,1,200,30,09-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46864,기타,1,200,30,09-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46865,기타,1,200,30,09-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46866,기타,1,200,30,11-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46867,기타,1,200,30,11-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46868,기타,1,200,30,11-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46869,기타,1,200,30,11-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46870,기타,1,200,30,11-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46871,기타,1,200,30,11-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
46872,생활방범,4,200,30,16-Jul,02-860-3437,37.5003052,126.8534125,2022-11-30
46873,재난재해,4,200,30,16-Jun,02-860-3437,37.4970499,126.8681473,2022-11-30
46874,생활방범,4,200,30,16-Dec,02-860-3437,37.4861879,126.8833619,2022-11-30
46875,생활방범,3,200,30,16-Dec,02-860-3437,37.5099686,126.8813616,2022-11-30
46876,생활방범,5,200,30,16-Dec,02-860-3437,37.5114865,126.8803341,2022-11-30
46877,생활방범,2,200,30,16-Dec,02-860-3437,37.4954688,126.8759267,2022-11-30
46878,생활방범,2,200,30,16-Dec,02-860-3437,37.4984697,126.8766654,2022-11-30
46879,생활방범,3,200,30,16-Dec,02-860-3437,37.4959488,126.8849446,2022-11-30
46880,생활방범,2,200,30,16-Dec,02-860-3437,37.4899142,126.8806221,2022-11-30
46881,생활방범,2,200,30,16-Dec,02-860-3437,37.4918073,126.8815454,2022-11-30
46882,생활방범,5,200,30,16-Dec,02-860-3437,37.4924081,126.8861218,2022-11-30
46883,생활방범,4,200,30,16-Dec,02-860-3437,37.4937654,126.8888879,2022-11-30
46884,생활방범,2,200,30,16-Dec,02-860-3437,37.4819922,126.8973593,2022-11-30
46885,생활방범,2,200,30,16-Dec,02-860-3437,37.485274,126.8922543,2022-11-30
46886,시설물관리,1,200,30,12-Jan,02-860-3437,37.5012102,126.8923062,2022-11-30
46887,생활방범,1,200,30,13-Jan,02-860-3437,37.4912425,126.872721,2022-11-30
46888,생활방범,1,200,30,13-Jan,02-860-3437,37.4901263,126.8746986,2022-11-30
46889,생활방범,1,200,30,13-Jan,02-860-3437,37.4893948,126.875276,2022-11-30
46890,생활방범,1,200,30,13-Jan,02-860-3437,37.4892573,126.8739876,2022-11-30
46891,생활방범,1,200,30,13-Jan,02-860-3437,37.4889565,126.8733679,2022-11-30
46892,생활방범,3,200,30,13-Jan,02-860-3437,37.4893611,126.8542591,2022-11-30
46893,생활방범,2,200,30,17-Dec,02-860-3437,37.4929789,126.8939972,2022-11-30
46894,생활방범,1,200,30,17-Dec,02-860-3437,37.4928999,126.8940664,2022-11-30
46895,생활방범,3,200,30,17-Dec,02-860-3437,37.4878508,126.8878479,2022-11-30
46896,생활방범,3,200,30,17-Dec,02-860-3437,37.4925849,126.8933941,2022-11-30
46897,생활방범,3,200,30,17-Dec,02-860-3437,37.4882142,126.8850958,2022-11-30
46898,생활방범,2,200,30,17-Dec,02-860-3437,37.4937485,126.8917077,2022-11-30
46899,생활방범,1,500,30,17-Dec,02-860-3437,37.4936487,126.8915255,2022-11-30
46900,생활방범,4,200,30,17-Dec,02-860-3437,37.486065,126.8865595,2022-11-30
46901,생활방범,2,200,30,17-Dec,02-860-3437,37.4913065,126.8913895,2022-11-30
46902,생활방범,3,200,30,17-Dec,02-860-3437,37.486323,126.8871402,2022-11-30
46903,생활방범,2,200,30,17-Dec,02-860-3437,37.4916676,126.8893114,2022-11-30
46904,생활방범,2,200,30,17-Dec,02-860-3437,37.5022146,126.8923693,2022-11-30
46905,생활방범,1,200,30,17-Dec,02-860-3437,37.5024419,126.8922152,2022-11-30
46906,생활방범,2,200,30,17-Dec,02-860-3437,37.5027659,126.8873799,2022-11-30
46907,생활방범,2,200,30,17-Dec,02-860-3437,37.4973734,126.8883159,2022-11-30
46908,생활방범,2,200,30,17-Dec,02-860-3437,37.5020058,126.8863833,2022-11-30
46909,생활방범,3,200,30,17-Dec,02-860-3437,37.5073774,126.8920872,2022-11-30
46910,생활방범,3,200,30,17-Dec,02-860-3437,37.4824432,126.8910144,2022-11-30
46911,생활방범,3,200,30,17-Dec,02-860-3437,37.4802499,126.8883572,2022-11-30
46912,생활방범,2,200,30,17-Dec,02-860-3437,37.5008819,126.868976,2022-11-30
46913,생활방범,3,200,30,17-Dec,02-860-3437,37.5038792,126.8497484,2022-11-30
46914,생활방범,4,200,30,17-Dec,02-860-3437,37.5035653,126.8495664,2022-11-30
46915,생활방범,4,200,30,17-Dec,02-860-3437,37.5046513,126.8509028,2022-11-30
46916,생활방범,4,200,30,17-Dec,02-860-3437,37.5064424,126.8543445,2022-11-30
46917,생활방범,4,200,30,17-Dec,02-860-3437,37.5062361,126.8496523,2022-11-30
46918,생활방범,3,200,30,17-Dec,02-860-3437,37.5079259,126.8537554,2022-11-30
46919,생활방범,4,200,30,17-Dec,02-860-3437,37.5056896,126.8586001,2022-11-30
46920,생활방범,4,200,30,17-Dec,02-860-3437,37.5022578,126.8521938,2022-11-30
46921,기타,1,41,30,08-Jan,02-860-3437,37.5123199,126.8828415,2022-11-30
46922,기타,1,41,30,08-Jan,02-860-3437,37.5123199,126.8828415,2022-11-30
46923,기타,1,41,30,08-Jan,02-860-3437,37.5123199,126.8828415,2022-11-30
46924,기타,1,200,30,08-Jan,02-860-3437,37.5066742,126.8794722,2022-11-30
46925,기타,1,200,30,08-Jan,02-860-3437,37.5066742,126.8794722,2022-11-30
46926,기타,1,200,30,08-Jan,02-860-3437,37.5066742,126.8794722,2022-11-30
46927,기타,1,200,30,08-Jan,02-860-3437,37.5066742,126.8794722,2022-11-30
46928,기타,1,41,30,08-Jan,02-860-3437,37.4881368,126.8949165,2022-11-30
46929,기타,1,41,30,08-Jan,02-860-3437,37.4881368,126.8949165,2022-11-30
46930,기타,1,41,30,08-Jan,02-860-3437,37.4881368,126.8949165,2022-11-30
46931,기타,1,41,30,08-Jan,02-860-3437,37.4881368,126.8949165,2022-11-30
46932,기타,1,200,30,08-Jan,02-860-3437,37.5043953,126.8445456,2022-11-30
46933,기타,1,200,30,08-Jan,02-860-3437,37.5043953,126.8445456,2022-11-30
46934,기타,1,200,30,08-Jan,02-860-3437,37.5043953,126.8445456,2022-11-30
46935,기타,1,200,30,08-Jan,02-860-3437,37.5043953,126.8445456,2022-11-30
46936,기타,1,200,30,10-Jan,02-860-3437,37.5043953,126.8445456,2022-11-30
46937,기타,1,200,30,11-Jan,02-860-3437,37.5043953,126.8445456,2022-11-30
46938,시설물관리,1,200,30,21-Mar,02-860-3437,37.48296059,126.8855454,2022-11-30
46939,시설물관리,1,200,30,21-Mar,02-860-3437,37.48296059,126.8855454,2022-11-30
46940,기타,1,200,30,08-Jan,02-860-3437,37.4893978,126.8384145,2022-11-30
46941,기타,1,200,30,08-Jan,02-860-3437,37.4893969,126.8384168,2022-11-30
46942,기타,1,200,30,08-Jan,02-860-3437,37.4893969,126.8384168,2022-11-30
46943,기타,1,200,30,08-Jan,02-860-3437,37.4893969,126.8384168,2022-11-30
46944,기타,1,200,30,11-Jan,02-860-3437,37.4893969,126.8384168,2022-11-30
46945,기타,1,200,30,11-Jan,02-860-3437,37.4893969,126.8384168,2022-11-30
46946,기타,1,0,30,08-Jan,02-860-3437,37.4938738,126.8259563,2022-11-30
46947,기타,1,0,30,08-Jan,02-860-3437,37.4938738,126.8259563,2022-11-30
46948,기타,1,0,30,08-Jan,02-860-3437,37.4938738,126.8259563,2022-11-30
46949,기타,1,0,30,08-Jan,02-860-3437,37.4938738,126.8259563,2022-11-30
46950,기타,1,0,30,09-Jan,02-860-3437,37.4969109,126.8860612,2022-11-30
46951,기타,1,0,30,09-Jan,02-860-3437,37.49691,126.8860624,2022-11-30
46952,생활방범,3,200,30,18-Dec,02-860-3437,37.4992406,126.8865345,2022-11-30
46953,생활방범,2,200,30,18-Dec,02-860-3437,37.4976899,126.8882081,2022-11-30
46954,생활방범,4,200,30,18-Dec,02-860-3437,37.5035221,126.8872853,2022-11-30
46955,교통단속,4,200,30,18-Dec,02-860-3437,37.4990496,126.8647241,2022-11-30
46956,생활방범,3,200,30,16-Dec,02-860-3437,37.4847363,126.8919815,2022-11-30
46957,생활방범,2,200,30,16-Dec,02-860-3437,37.4854171,126.8999673,2022-11-30
46958,생활방범,3,200,30,16-Dec,02-860-3437,37.4905358,126.8948304,2022-11-30
46959,생활방범,2,200,30,16-Dec,02-860-3437,37.4847477,126.9012734,2022-11-30
46960,생활방범,3,200,30,16-Dec,02-860-3437,37.4830182,126.9006063,2022-11-30
46961,생활방범,2,200,30,16-Dec,02-860-3437,37.493033,126.8910545,2022-11-30
46962,생활방범,3,200,30,16-Dec,02-860-3437,37.4905601,126.8921832,2022-11-30
46963,생활방범,2,200,30,16-Dec,02-860-3437,37.4930344,126.8916824,2022-11-30
46964,생활방범,5,200,30,16-Dec,02-860-3437,37.489454,126.8848452,2022-11-30
46965,생활방범,2,200,30,16-Dec,02-860-3437,37.5012894,126.8922806,2022-11-30
46966,생활방범,2,200,30,16-Dec,02-860-3437,37.504017,126.8903827,2022-11-30
46967,생활방범,5,200,30,16-Dec,02-860-3437,37.4981459,126.8888692,2022-11-30
46968,생활방범,3,200,30,16-Dec,02-860-3437,37.5027698,126.886252,2022-11-30
46969,생활방범,3,200,30,16-Dec,02-860-3437,37.4813453,126.8916188,2022-11-30
46970,생활방범,3,200,30,16-Dec,02-860-3437,37.4836601,126.8886592,2022-11-30
46971,생활방범,2,200,30,16-Dec,02-860-3437,37.4804735,126.8921066,2022-11-30
46972,생활방범,2,200,30,20-May,02-860-3437,37.49356167,126.8935494,2022-11-30
46973,생활방범,3,200,30,20-May,02-860-3437,37.49558644,126.8314216,2022-11-30
46974,생활방범,1,200,30,20-May,02-860-3437,37.48388908,126.8907817,2022-11-30
46975,교통단속,3,200,30,20-Sep,02-860-3437,37.49710629,126.8458253,2022-11-30
46976,교통단속,3,200,30,20-Sep,02-860-3437,37.47598088,126.8165398,2022-11-30
46977,생활방범,3,200,30,20-Sep,02-860-3437,37.50707318,126.8792937,2022-11-30
46978,생활방범,3,200,30,20-Sep,02-860-3437,37.50941486,126.8794851,2022-11-30
46979,생활방범,3,200,30,20-Sep,02-860-3437,37.49863041,126.8756998,2022-11-30
46980,생활방범,3,200,30,20-Sep,02-860-3437,37.48602568,126.8771143,2022-11-30
46981,생활방범,3,200,30,20-Sep,02-860-3437,37.4871895,126.877494,2022-11-30
46982,생활방범,2,200,30,20-Sep,02-860-3437,37.48390534,126.8888992,2022-11-30
46983,생활방범,1,500,30,20-Sep,02-860-3437,37.48794788,126.8533627,2022-11-30
46984,생활방범,3,200,30,20-Sep,02-860-3437,37.48794788,126.8540615,2022-11-30
46985,생활방범,3,200,30,20-Sep,02-860-3437,37.48631281,126.8497681,2022-11-30
46986,생활방범,3,200,30,20-Sep,02-860-3437,37.49871248,126.8359014,2022-11-30
46987,생활방범,4,200,30,20-Sep,02-860-3437,37.49418611,126.8400528,2022-11-30
46988,생활방범,3,200,30,20-Sep,02-860-3437,37.48889652,126.8237392,2022-11-30
46989,생활방범,4,200,30,20-Sep,02-860-3437,37.49388018,126.8849096,2022-11-30
46990,생활방범,3,200,30,17-Dec,02-860-3437,37.5051917,126.8499586,2022-11-30
46991,생활방범,2,200,30,17-Dec,02-860-3437,37.5047634,126.8513907,2022-11-30
46992,생활방범,3,200,30,21-Dec,02-860-3437,37.49583,126.85653,2022-11-30
46993,생활방범,4,200,30,21-Dec,02-860-3437,37.49519,126.85789,2022-11-30
46994,생활방범,5,200,30,21-Dec,02-860-3437,37.49474,126.86058,2022-11-30
46995,생활방범,4,200,30,21-Dec,02-860-3437,37.49075,126.88493,2022-11-30
46996,생활방범,5,200,30,21-Dec,02-860-3437,37.49259,126.89043,2022-11-30
46997,생활방범,5,200,30,21-Dec,02-860-3437,37.49439,126.88833,2022-11-30
46998,생활방범,6,200,30,21-Dec,02-860-3437,37.49057,126.88337,2022-11-30
46999,생활방범,5,200,30,21-Dec,02-860-3437,37.48893,126.88358,2022-11-30
47000,생활방범,4,200,30,21-Dec,02-860-3437,37.49306,126.87605,2022-11-30
47001,생활방범,4,200,30,21-Dec,02-860-3437,37.49225,126.87608,2022-11-30
47002,생활방범,6,200,30,21-Dec,02-860-3437,37.50402,126.84653,2022-11-30
47003,생활방범,5,200,30,21-Dec,02-860-3437,37.50398,126.84564,2022-11-30
47004,생활방범,4,200,30,21-Dec,02-860-3437,37.50539,126.84594,2022-11-30
47005,생활방범,3,200,30,21-Dec,02-860-3437,37.50565,126.84665,2022-11-30
47006,생활방범,5,200,30,21-Dec,02-860-3437,37.50604,126.8456,2022-11-30
47007,생활방범,4,200,30,21-Dec,02-860-3437,37.5152,126.88107,2022-11-30
47008,생활방범,5,200,30,21-Dec,02-860-3437,37.51161,126.87782,2022-11-30
47009,생활방범,4,200,30,21-Dec,02-860-3437,37.50781,126.87468,2022-11-30
47010,생활방범,4,200,30,21-Dec,02-860-3437,37.4891,126.82464,2022-11-30
47011,생활방범,4,200,30,21-Dec,02-860-3437,37.49289,126.82475,2022-11-30
47012,생활방범,4,200,30,21-Dec,02-860-3437,37.49252,126.82166,2022-11-30
47013,생활방범,3,200,30,21-Dec,02-860-3437,37.49309,126.82173,2022-11-30
47014,생활방범,3,200,30,21-Dec,02-860-3437,37.49126,126.81939,2022-11-30
47015,생활방범,4,200,30,21-Dec,02-860-3437,37.5006,126.86352,2022-11-30
47016,생활방범,4,200,30,21-Dec,02-860-3437,37.5022,126.86291,2022-11-30
47017,생활방범,3,200,30,21-Dec,02-860-3437,37.4972,126.85534,2022-11-30
47018,생활방범,4,200,30,21-Dec,02-860-3437,37.49792,126.85246,2022-11-30
47019,생활방범,3,200,30,21-Dec,02-860-3437,37.49764,126.85295,2022-11-30
47020,생활방범,4,200,30,21-Dec,02-860-3437,37.50104,126.85088,2022-11-30
47021,생활방범,4,200,30,21-Dec,02-860-3437,37.49161,126.83267,2022-11-30
47022,생활방범,4,200,30,21-Dec,02-860-3437,37.49894,126.8298,2022-11-30
47023,생활방범,4,200,30,21-Dec,02-860-3437,37.49884,126.8821,2022-11-30
47024,생활방범,3,200,30,13-Jan,02-860-3437,37.4880005,126.8510459,2022-11-30
47025,생활방범,3,200,30,13-Jan,02-860-3437,37.4881774,126.8550385,2022-11-30
47026,생활방범,3,200,30,13-Jan,02-860-3437,37.4881521,126.8545353,2022-11-30
47027,생활방범,4,200,30,18-Dec,02-860-3437,37.5078062,126.8539426,2022-11-30
47028,생활방범,4,200,30,18-Dec,02-860-3437,37.5062912,126.8552502,2022-11-30
47029,생활방범,3,200,30,18-Dec,02-860-3437,37.5054083,126.8542792,2022-11-30
47030,생활방범,3,200,30,18-Dec,02-860-3437,37.5059513,126.8603404,2022-11-30
47031,생활방범,3,200,30,18-Dec,02-860-3437,37.50562,126.8574776,2022-11-30
47032,생활방범,4,200,30,18-Dec,02-860-3437,37.5027689,126.8533527,2022-11-30
47033,생활방범,4,200,30,18-Dec,02-860-3437,37.5027689,126.8533527,2022-11-30
47034,생활방범,3,200,30,18-Dec,02-860-3437,37.5050257,126.8546384,2022-11-30
47035,생활방범,3,200,30,18-Dec,02-860-3437,37.5050257,126.8546384,2022-11-30
47036,생활방범,2,200,30,18-Dec,02-860-3437,37.5066912,126.8477544,2022-11-30
47037,생활방범,3,130,30,18-Dec,02-860-3437,37.5015355,126.8442035,2022-11-30
47038,생활방범,3,200,30,18-Dec,02-860-3437,37.5022051,126.8489086,2022-11-30
47039,생활방범,1,200,30,18-Dec,02-860-3437,37.5048239,126.8416875,2022-11-30
47040,생활방범,3,200,30,18-Dec,02-860-3437,37.4916922,126.8523218,2022-11-30
47041,생활방범,3,200,30,18-Dec,02-860-3437,37.4936781,126.8553799,2022-11-30
47042,생활방범,3,200,30,18-Dec,02-860-3437,37.4872123,126.852301,2022-11-30
47043,생활방범,2,200,30,18-Dec,02-860-3437,37.4965079,126.8430801,2022-11-30
47044,생활방범,3,200,30,18-Dec,02-860-3437,37.4982838,126.8368435,2022-11-30
47045,생활방범,3,200,30,18-Dec,02-860-3437,37.4969788,126.8482589,2022-11-30
47046,생활방범,2,200,30,18-Dec,02-860-3437,37.4888066,126.8396219,2022-11-30
47047,생활방범,4,200,30,18-Dec,02-860-3437,37.4849477,126.8374267,2022-11-30
47048,생활방범,2,200,30,18-Dec,02-860-3437,37.489239,126.8374374,2022-11-30
47049,생활방범,3,200,30,18-Dec,02-860-3437,37.4891994,126.8403335,2022-11-30
47050,생활방범,7,200,30,18-Dec,02-860-3437,37.4978119,126.8301374,2022-11-30
47051,생활방범,3,200,30,18-Dec,02-860-3437,37.4954921,126.8326268,2022-11-30
47052,생활방범,1,200,30,18-Dec,02-860-3437,37.492188,126.8200196,2022-11-30
47053,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.4983614,126.88783,2022-11-30
47054,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.4796907,126.8909683,2022-11-30
47055,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.483297,126.8887029,2022-11-30
47056,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.4818226,126.8883903,2022-11-30
47057,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.482152,126.8886489,2022-11-30
47058,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.5056604,126.8587598,2022-11-30
47059,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.5026218,126.866246,2022-11-30
47060,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.5034726,126.8460493,2022-11-30
47061,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.5001413,126.8545916,2022-11-30
47062,생활방범,2,200,30,20-Sep,02-860-3437,37.4991422,126.8455468,2022-11-30
47063,생활방범,3,200,30,20-Sep,02-860-3437,37.50721329,126.8449477,2022-11-30
47064,생활방범,3,200,30,20-Sep,02-860-3437,37.49195977,126.8236274,2022-11-30
47065,생활방범,4,200,30,20-Sep,02-860-3437,37.48722282,126.8860223,2022-11-30
47066,생활방범,4,200,30,20-Sep,02-860-3437,37.48223935,126.8999564,2022-11-30
47067,생활방범,1,500,30,20-Sep,02-860-3437,37.5052261,126.8541808,2022-11-30
47068,생활방범,2,200,30,20-Sep,02-860-3437,37.5052261,126.8507,2022-11-30
47069,생활방범,2,200,30,20-Sep,02-860-3437,37.50201733,126.8411501,2022-11-30
47070,생활방범,4,200,30,20-Sep,02-860-3437,37.50019382,126.850563,2022-11-30
47071,생활방범,3,200,30,20-Sep,02-860-3437,37.47975577,126.8314346,2022-11-30
47072,생활방범,3,200,30,20-Sep,02-860-3437,37.4798907,126.8312817,2022-11-30
47073,생활방범,3,200,30,20-Sep,02-860-3437,37.47983671,126.8313327,2022-11-30
47074,기타,1,200,30,11-Jan,02-860-3437,37.5012499,126.8572283,2022-11-30
47075,생활방범,4,200,30,11-Jan,02-860-3437,37.4866967,126.8522924,2022-11-30
47076,생활방범,4,200,30,11-Jan,02-860-3437,37.4949534,126.8393282,2022-11-30
47077,생활방범,4,200,30,11-Jan,02-860-3437,37.4933077,126.8430769,2022-11-30
47078,생활방범,4,200,30,11-Jan,02-860-3437,37.4950818,126.8339434,2022-11-30
47079,생활방범,4,200,30,11-Jan,02-860-3437,37.4870829,126.8890939,2022-11-30
47080,생활방범,4,200,30,11-Jan,02-860-3437,37.4790372,126.8932503,2022-11-30
47081,재난재해,1,200,30,05-Jan,02-860-3437,37.5077718,126.8922643,2022-11-30
47082,재난재해,1,200,30,08-Jan,02-860-3437,37.492818,126.8942882,2022-11-30
47083,재난재해,1,200,30,08-Jan,02-860-3437,37.492818,126.8942882,2022-11-30
47084,재난재해,3,200,30,12-Jan,02-860-3437,37.4938854,126.844022,2022-11-30
47085,생활방범,4,200,30,11-Jan,02-860-3437,37.5006338,126.8541745,2022-11-30
47086,생활방범,4,200,30,11-Jan,02-860-3437,37.5049417,126.8662049,2022-11-30
47087,생활방범,4,200,30,11-Jan,02-860-3437,37.4979145,126.8295842,2022-11-30
47088,생활방범,4,200,30,11-Jan,02-860-3437,37.4904757,126.8915504,2022-11-30
47089,생활방범,4,200,30,11-Jan,02-860-3437,37.4908115,126.8911235,2022-11-30
47090,생활방범,4,200,30,11-Jan,02-860-3437,37.4909825,126.8919535,2022-11-30
47091,생활방범,3,200,30,11-Jan,02-860-3437,37.488446,126.8522399,2022-11-30
47092,생활방범,3,200,30,11-Jan,02-860-3437,37.5002815,126.8845833,2022-11-30
47093,생활방범,1,200,30,11-Jan,02-860-3437,37.4849166,126.8884963,2022-11-30
47094,재난재해,1,200,30,06-Jan,02-860-3437,37.4967064,126.8672802,2022-11-30
47095,재난재해,1,200,30,06-Jan,02-860-3437,37.4967064,126.8672802,2022-11-30
47096,재난재해,1,200,30,12-Jan,02-860-3437,37.4910486,126.8728618,2022-11-30
47097,생활방범,3,200,30,13-Jan,02-860-3437,37.4927526,126.8206214,2022-11-30
47098,생활방범,3,130,30,13-Jan,02-860-3437,37.49315983,126.8201896,2022-11-30
47099,생활방범,2,200,30,13-Jan,02-860-3437,37.4933322,126.8195245,2022-11-30
47100,생활방범,2,200,30,13-Jan,02-860-3437,37.4930185,126.8198441,2022-11-30
47101,교통단속,3,200,30,13-Jan,02-860-3437,37.4831341,126.8950428,2022-11-30
47102,생활방범,1,200,30,13-Jan,02-860-3437,37.5023452,126.8288896,2022-11-30
47103,생활방범,1,200,30,13-Jan,02-860-3437,37.5019936,126.8288871,2022-11-30
47104,생활방범,1,200,30,13-Jan,02-860-3437,37.5013651,126.8285137,2022-11-30
47105,생활방범,1,200,30,13-Jan,02-860-3437,37.5015293,126.8296549,2022-11-30
47106,생활방범,3,200,30,13-Jan,02-860-3437,37.4938897,126.8841753,2022-11-30
47107,생활방범,3,200,30,13-Jan,02-860-3437,37.496838,126.8843547,2022-11-30
47108,생활방범,3,200,30,13-Jan,02-860-3437,37.4972588,126.8831125,2022-11-30
47109,생활방범,4,200,30,13-Jan,02-860-3437,37.4906054,126.8946895,2022-11-30
47110,시설물관리,1,200,30,21-Dec,02-860-3437,37.495472,126.887536,2022-11-30
47111,시설물관리,1,200,30,21-Dec,02-860-3437,37.495472,126.887536,2022-11-30
47112,생활방범,4,200,30,13-Jan,02-860-3437,37.4919964,126.8896478,2022-11-30
47113,생활방범,4,200,30,13-Jan,02-860-3437,37.485534,126.8864043,2022-11-30
47114,생활방범,3,200,30,13-Jan,02-860-3437,37.4977518,126.8884821,2022-11-30
47115,생활방범,3,130,30,13-Jan,02-860-3437,37.5021361,126.8874655,2022-11-30
47116,생활방범,3,200,30,13-Jan,02-860-3437,37.4802147,126.8931277,2022-11-30
47117,생활방범,3,200,30,13-Jan,02-860-3437,37.4835714,126.8871974,2022-11-30
47118,생활방범,3,200,30,13-Jan,02-860-3437,37.4859186,126.8810001,2022-11-30
47119,생활방범,3,200,30,13-Jan,02-860-3437,37.5033973,126.8654769,2022-11-30
47120,생활방범,4,200,30,13-Jan,02-860-3437,37.5013555,126.868447,2022-11-30
47121,생활방범,4,200,30,13-Jan,02-860-3437,37.5035314,126.8539583,2022-11-30
47122,생활방범,3,200,30,13-Jan,02-860-3437,37.502711,126.8526168,2022-11-30
47123,생활방범,4,200,30,13-Jan,02-860-3437,37.5049852,126.8464118,2022-11-30
47124,생활방범,4,200,30,13-Jan,02-860-3437,37.5014515,126.8427657,2022-11-30
47125,생활방범,3,200,30,17-Dec,02-860-3437,37.5041619,126.8555421,2022-11-30
47126,생활방범,3,200,30,17-Dec,02-860-3437,37.5076723,126.8494966,2022-11-30
47127,생활방범,3,200,30,17-Dec,02-860-3437,37.5030375,126.8524435,2022-11-30
47128,생활방범,3,200,30,17-Dec,02-860-3437,37.5052515,126.8451618,2022-11-30
47129,생활방범,3,200,30,17-Dec,02-860-3437,37.4968158,126.8594565,2022-11-30
47130,생활방범,3,200,30,17-Dec,02-860-3437,37.4988556,126.8467999,2022-11-30
47131,생활방범,2,200,30,17-Dec,02-860-3437,37.4989869,126.8545717,2022-11-30
47132,생활방범,3,200,30,17-Dec,02-860-3437,37.4947404,126.856424,2022-11-30
47133,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.4935252,126.8555558,2022-11-30
47134,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.4895453,126.8548231,2022-11-30
47135,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.4956639,126.8377574,2022-11-30
47136,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.4925717,126.8436319,2022-11-30
